FIRST_NAME,LAST_NAME,TEAMS
Alexander,Brooks,New Jersey Devils
David,Clarkson,"New Jersey Devils, Toronto Maple Leafs, Columbus Blue Jackets"
Travis,Zajac,"New Jersey Devils, New York Islanders"
Mark,Fraser,"New Jersey Devils, Toronto Maple Leafs, Edmonton Oilers"
Rod,Pelley,"New Jersey Devils, Anaheim Ducks"
Andy,Greene,"New Jersey Devils, New York Islanders"
Drew,Fata,New York Islanders
Frans,Nielsen,"New York Islanders, Detroit Red Wings"
Blake,Comeau,"New York Islanders, Calgary Flames, Columbus Blue Jackets, Pittsburgh Penguins, Colorado Avalanche, Dallas Stars"
Nigel,Dawes,"New York Rangers, Phoenix Coyotes, Calgary Flames, Montréal Canadiens, Atlanta Thrashers"
Brandon,Dubinsky,"New York Rangers, Columbus Blue Jackets"
Ryan,Callahan,"New York Rangers, Tampa Bay Lightning"
Dan,Girardi,"New York Rangers, Tampa Bay Lightning"
Lars,Jonsson,Philadelphia Flyers
Riley,Cote,Philadelphia Flyers
Jussi,Timonen,Philadelphia Flyers
Nate,Guenin,"Philadelphia Flyers, Pittsburgh Penguins, Columbus Blue Jackets, Anaheim Ducks, Colorado Avalanche"
Triston,Grant,"Philadelphia Flyers, Nashville Predators"
Ryan,Parent,"Philadelphia Flyers, Vancouver Canucks"
Martin,Houle,Philadelphia Flyers
Evgeni,Malkin,Pittsburgh Penguins
Kris,Letang,Pittsburgh Penguins
Jordan,Staal,"Pittsburgh Penguins, Carolina Hurricanes"
Nate,Thompson,"Boston Bruins, New York Islanders, Tampa Bay Lightning, Anaheim Ducks, Ottawa Senators, Los Angeles Kings, Montréal Canadiens, Philadelphia Flyers, Winnipeg Jets"
David,Krejci,Boston Bruins
Matt,Lashoff,"Boston Bruins, Tampa Bay Lightning, Toronto Maple Leafs"
Petr,Kalus,"Boston Bruins, Minnesota Wild"
Jonathan,Sigalet,Boston Bruins
Phil,Kessel,"Boston Bruins, Toronto Maple Leafs, Pittsburgh Penguins, Arizona Coyotes"
Joey,MacDonald,"Boston Bruins, Detroit Red Wings, New York Islanders, Toronto Maple Leafs, Calgary Flames"
Michael,Ryan,"Buffalo Sabres, Carolina Hurricanes"
Clarke,MacArthur,"Buffalo Sabres, Atlanta Thrashers, Toronto Maple Leafs, Ottawa Senators"
Drew,Stafford,"Buffalo Sabres, Winnipeg Jets, Boston Bruins, New Jersey Devils"
Michael,Funk,Buffalo Sabres
Andrej,Sekera,"Buffalo Sabres, Carolina Hurricanes, Los Angeles Kings, Edmonton Oilers, Dallas Stars"
Patrick,Kaleta,Buffalo Sabres
Mark,Mancari,"Buffalo Sabres, Vancouver Canucks"
Mike,Card,Buffalo Sabres
Duncan,Milroy,Montréal Canadiens
Mikhail,Grabovski,"Montréal Canadiens, Toronto Maple Leafs, Washington Capitals, New York Islanders"
Guillaume,Latendresse,"Montréal Canadiens, Minnesota Wild, Ottawa Senators"
Jaroslav,Halak,"Montréal Canadiens, St. Louis Blues, Washington Capitals, New York Islanders, Boston Bruins, Vancouver Canucks"
Danny,Bois,Ottawa Senators
Alexei,Kaigorodov,Ottawa Senators
Josh,Hennessy,"Ottawa Senators, Boston Bruins"
Kris,Newbury,"Toronto Maple Leafs, Detroit Red Wings, New York Rangers, Philadelphia Flyers"
Janis,Sprukts,Florida Panthers
Kamil,Kreps,Florida Panthers
Martin,Lojek,Florida Panthers
Drew,Larman,"Florida Panthers, Boston Bruins"
David,Booth,"Florida Panthers, Vancouver Canucks, Toronto Maple Leafs, Detroit Red Wings"
Shane,O'Brien,"Tampa Bay Lightning, Anaheim Ducks, Vancouver Canucks, Nashville Predators, Colorado Avalanche, Calgary Flames, Florida Panthers"
Blair,Jones,"Tampa Bay Lightning, Calgary Flames, Philadelphia Flyers"
Karri,Ramo,"Tampa Bay Lightning, Calgary Flames"
Jeff,Schultz,"Washington Capitals, Los Angeles Kings"
Jamie,Hunt,Washington Capitals
Jonas,Nordqvist,Chicago Blackhawks
David,Koci,"Chicago Blackhawks, Tampa Bay Lightning, St. Louis Blues, Colorado Avalanche"
PA,Parenteau,"Chicago Blackhawks, New York Rangers, New York Islanders, Colorado Avalanche, Montréal Canadiens, Toronto Maple Leafs, New Jersey Devils, Nashville Predators"
Adam,Burish,"Chicago Blackhawks, Dallas Stars, San Jose Sharks"
Colin,Fraser,"Chicago Blackhawks, Edmonton Oilers, Los Angeles Kings, St. Louis Blues"
Dave,Bolland,"Chicago Blackhawks, Toronto Maple Leafs, Florida Panthers"
Bryan,Bickell,"Chicago Blackhawks, Carolina Hurricanes"
Troy,Brouwer,"Chicago Blackhawks, Washington Capitals, St. Louis Blues, Calgary Flames, Florida Panthers"
Mike,Blunden,"Chicago Blackhawks, Columbus Blue Jackets, Montréal Canadiens, Tampa Bay Lightning, Ottawa Senators"
Matt,Ellis,"Detroit Red Wings, Los Angeles Kings, Buffalo Sabres"
Derek,Meech,"Detroit Red Wings, Winnipeg Jets"
Mikko,Lehtonen,Nashville Predators
Sheldon,Brookbank,"Nashville Predators, New Jersey Devils, Anaheim Ducks, Chicago Blackhawks"
Alexander,Radulov,"Nashville Predators, Montréal Canadiens, Dallas Stars"
Rich,Peverley,"Nashville Predators, Atlanta Thrashers, Boston Bruins, Dallas Stars"
DJ,King,"St. Louis Blues, Washington Capitals"
David,Backes,"St. Louis Blues, Boston Bruins, Anaheim Ducks"
Roman,Polak,"St. Louis Blues, Toronto Maple Leafs, San Jose Sharks, Dallas Stars"
Marek,Schwarz,St. Louis Blues
Tomi,Maki,Calgary Flames
David,Moss,"Calgary Flames, Phoenix Coyotes, Arizona Coyotes"
Brandon,Prust,"Calgary Flames, Phoenix Coyotes, New York Rangers, Montréal Canadiens, Vancouver Canucks"
Dustin,Boyd,"Calgary Flames, Nashville Predators, Montréal Canadiens"
Jeff,Finger,"Colorado Avalanche, Toronto Maple Leafs"
Paul,Stastny,"Colorado Avalanche, St. Louis Blues, Winnipeg Jets, Vegas Golden Knights"
Kyle,Cumiskey,"Colorado Avalanche, Chicago Blackhawks"
Alexei,Mikhnov,Edmonton Oilers
Tom,Gilbert,"Edmonton Oilers, Minnesota Wild, Florida Panthers, Montréal Canadiens, Los Angeles Kings"
Patrick,Thoresen,"Edmonton Oilers, Philadelphia Flyers"
Zack,Stortini,"Edmonton Oilers, Nashville Predators"
Jan,Hejda,"Edmonton Oilers, Columbus Blue Jackets, Colorado Avalanche"
Ladislav,Smid,"Edmonton Oilers, Calgary Flames"
Rob,Schremp,"Edmonton Oilers, New York Islanders, Atlanta Thrashers"
Bryan,Young,Edmonton Oilers
Sebastien,Bisaillon,Edmonton Oilers
Jesse,Schultz,Vancouver Canucks
Nathan,McIver,"Vancouver Canucks, Anaheim Ducks"
Patrick,Coulombe,Vancouver Canucks
Alexander,Edler,"Vancouver Canucks, Los Angeles Kings"
Luc,Bourdon,Vancouver Canucks
Jannik,Hansen,"Vancouver Canucks, San Jose Sharks"
Kent,Huskins,"Anaheim Ducks, San Jose Sharks, St. Louis Blues, Philadelphia Flyers, Detroit Red Wings"
Bjorn,Melin,Anaheim Ducks
Tim,Brent,"Anaheim Ducks, Pittsburgh Penguins, Chicago Blackhawks, Toronto Maple Leafs, Carolina Hurricanes"
Aaron,Rome,"Anaheim Ducks, Columbus Blue Jackets, Vancouver Canucks, Dallas Stars"
Curtis,Glencross,"Anaheim Ducks, Columbus Blue Jackets, Edmonton Oilers, Calgary Flames, Washington Capitals"
Ryan,Shannon,"Anaheim Ducks, Vancouver Canucks, Ottawa Senators, Tampa Bay Lightning"
Drew,Miller,"Anaheim Ducks, Tampa Bay Lightning, Detroit Red Wings"
Ryan,Carter,"Anaheim Ducks, Carolina Hurricanes, Florida Panthers, New Jersey Devils, Minnesota Wild"
Michael,Wall,Anaheim Ducks
Krys,Barch,"Dallas Stars, Florida Panthers, New Jersey Devils"
Joel,Lundqvist,Dallas Stars
Loui,Eriksson,"Dallas Stars, Boston Bruins, Vancouver Canucks, Arizona Coyotes"
Nicklas,Grossmann,"Dallas Stars, Philadelphia Flyers, Arizona Coyotes, Calgary Flames"
Chris,Conner,"Dallas Stars, Pittsburgh Penguins, Detroit Red Wings, Phoenix Coyotes, Washington Capitals"
Mike,Smith,"Dallas Stars, Tampa Bay Lightning, Phoenix Coyotes, Arizona Coyotes, Calgary Flames, Edmonton Oilers"
Shay,Stephenson,Los Angeles Kings
John,Zeiler,Los Angeles Kings
Patrick,O'Sullivan,"Los Angeles Kings, Edmonton Oilers, Carolina Hurricanes, Minnesota Wild, Phoenix Coyotes"
Lauri,Tukonen,Los Angeles Kings
Jack,Johnson,"Los Angeles Kings, Columbus Blue Jackets, Pittsburgh Penguins, New York Rangers, Colorado Avalanche"
Anze,Kopitar,Los Angeles Kings
Peter,Harrold,"Los Angeles Kings, New Jersey Devils"
Gabe,Gauthier,Los Angeles Kings
Joe,Piskula,"Los Angeles Kings, Calgary Flames, Nashville Predators"
Barry,Brust,Los Angeles Kings
Yutaka,Fukufuji,Los Angeles Kings
Daniel,Carcillo,"Phoenix Coyotes, Philadelphia Flyers, Chicago Blackhawks, New York Rangers, Los Angeles Kings"
Enver,Lisin,"Phoenix Coyotes, New York Rangers"
Keith,Yandle,"Phoenix Coyotes, New York Rangers, Arizona Coyotes, Florida Panthers, Philadelphia Flyers"
Patrick,Fischer,Phoenix Coyotes
Tomas,Plihal,San Jose Sharks
Joe,Pavelski,"San Jose Sharks, Dallas Stars"
Marc-Edouard,Vlasic,San Jose Sharks
Marc,Methot,"Columbus Blue Jackets, Ottawa Senators, Dallas Stars"
Darcy,Campbell,Columbus Blue Jackets
Fredrik,Norrena,Columbus Blue Jackets
Tomas,Popperle,Columbus Blue Jackets
Joel,Ward,"Minnesota Wild, Nashville Predators, Washington Capitals, San Jose Sharks"
Shawn,Belle,"Minnesota Wild, Montréal Canadiens, Colorado Avalanche, Edmonton Oilers"
Benoit,Pouliot,"Minnesota Wild, Montréal Canadiens, Boston Bruins, Tampa Bay Lightning, New York Rangers, Edmonton Oilers, Buffalo Sabres"
Niklas,Backstrom,"Minnesota Wild, Calgary Flames"
Olli,Malmivaara,New Jersey Devils
Niclas,Bergfors,"New Jersey Devils, Atlanta Thrashers, Florida Panthers, Nashville Predators"
Kyle,Okposo,"New York Islanders, Buffalo Sabres"
Jack,Hillen,"New York Islanders, Nashville Predators, Washington Capitals, Carolina Hurricanes"
Ivan,Baranka,New York Rangers
Greg,Moore,"New York Rangers, Columbus Blue Jackets"
Dane,Byers,"New York Rangers, Columbus Blue Jackets"
Marc,Staal,"New York Rangers, Detroit Red Wings"
Lauri,Korpikoski,"New York Rangers, Phoenix Coyotes, Arizona Coyotes, Edmonton Oilers, Dallas Stars, Columbus Blue Jackets"
Steve,Downie,"Philadelphia Flyers, Tampa Bay Lightning, Colorado Avalanche, Pittsburgh Penguins, Arizona Coyotes"
Claude,Giroux,"Philadelphia Flyers, Florida Panthers"
Denis,Tolpeko,Philadelphia Flyers
Kyle,Greentree,"Philadelphia Flyers, Calgary Flames"
Chris,Minard,"Pittsburgh Penguins, Edmonton Oilers"
Ryan,Stone,"Pittsburgh Penguins, Edmonton Oilers"
Jonathan,Filewich,Pittsburgh Penguins
Alex,Goligoski,"Pittsburgh Penguins, Dallas Stars, Arizona Coyotes, Minnesota Wild"
Tyler,Kennedy,"Pittsburgh Penguins, San Jose Sharks, New York Islanders, New Jersey Devils"
Pascal,Pelletier,"Boston Bruins, Chicago Blackhawks, Vancouver Canucks"
Matt,Hunwick,"Boston Bruins, Colorado Avalanche, New York Rangers, Toronto Maple Leafs, Pittsburgh Penguins, Buffalo Sabres"
Vladimir,Sobotka,"Boston Bruins, St. Louis Blues, Buffalo Sabres"
Milan,Lucic,"Boston Bruins, Los Angeles Kings, Edmonton Oilers, Calgary Flames"
Tuukka,Rask,Boston Bruins
Marc-Andre,Gragnani,"Buffalo Sabres, Vancouver Canucks, Carolina Hurricanes, New Jersey Devils"
Mike,Weber,"Buffalo Sabres, Washington Capitals"
Ryan,O'Byrne,"Montréal Canadiens, Colorado Avalanche, Toronto Maple Leafs"
Corey,Locke,"Montréal Canadiens, New York Rangers, Ottawa Senators"
Kyle,Chipchura,"Montréal Canadiens, Anaheim Ducks, Phoenix Coyotes, Arizona Coyotes"
Gregory,Stewart,Montréal Canadiens
Matt,D'Agostini,"Montréal Canadiens, St. Louis Blues, New Jersey Devils, Pittsburgh Penguins, Buffalo Sabres"
Sergei,Kostitsyn,"Montréal Canadiens, Nashville Predators"
Carey,Price,Montréal Canadiens
Alexander,Nikulin,"Ottawa Senators, Phoenix Coyotes"
Brian,Lee,"Ottawa Senators, Tampa Bay Lightning"
Cody,Bass,"Ottawa Senators, Columbus Blue Jackets, Nashville Predators"
Ilya,Zubov,Ottawa Senators
Nick,Foligno,"Ottawa Senators, Columbus Blue Jackets, Toronto Maple Leafs, Boston Bruins"
Jesse,Winchester,"Ottawa Senators, Florida Panthers"
Brian,Elliott,"Ottawa Senators, Colorado Avalanche, St. Louis Blues, Calgary Flames, Philadelphia Flyers, Tampa Bay Lightning"
Darryl,Boyce,"Toronto Maple Leafs, Columbus Blue Jackets"
Robbie,Earl,"Toronto Maple Leafs, Minnesota Wild"
Anton,Stralman,"Toronto Maple Leafs, Columbus Blue Jackets, New York Rangers, Tampa Bay Lightning, Florida Panthers, Arizona Coyotes"
Alex,Foster,Toronto Maple Leafs
Jiri,Tlusty,"Toronto Maple Leafs, Carolina Hurricanes, Winnipeg Jets, New Jersey Devils"
Colin,Stuart,"Atlanta Thrashers, Buffalo Sabres"
Brett,Sterling,"Atlanta Thrashers, Pittsburgh Penguins, St. Louis Blues"
Toby,Enstrom,"Atlanta Thrashers, Winnipeg Jets"
Kevin,Doell,Atlanta Thrashers
Boris,Valabik,Atlanta Thrashers
Jordan,Lavallee-Smotherman,Atlanta Thrashers
Bryan,Little,"Atlanta Thrashers, Winnipeg Jets"
Ondrej,Pavelec,"Atlanta Thrashers, Winnipeg Jets, New York Rangers"
Brandon,Nolan,Carolina Hurricanes
Tim,Conboy,Carolina Hurricanes
Joey,Mormina,Carolina Hurricanes
Joe,Jensen,Carolina Hurricanes
Casey,Borer,Carolina Hurricanes
Stefan,Meyer,"Florida Panthers, Calgary Flames"
Tanner,Glass,"Florida Panthers, Vancouver Canucks, Winnipeg Jets, Pittsburgh Penguins, New York Rangers, Calgary Flames"
David,Brine,Florida Panthers
Shawn,Matthias,"Florida Panthers, Vancouver Canucks, Toronto Maple Leafs, Colorado Avalanche, Winnipeg Jets"
Cory,Murphy,"Florida Panthers, Tampa Bay Lightning, New Jersey Devils"
Magnus,Johansson,"Florida Panthers, Chicago Blackhawks"
Matt,Smaby,Tampa Bay Lightning
Mike,Lundin,"Tampa Bay Lightning, Minnesota Wild, Ottawa Senators"
Chris,Bourque,"Washington Capitals, Pittsburgh Penguins, Boston Bruins"
Sami,Lepisto,"Washington Capitals, Phoenix Coyotes, Columbus Blue Jackets, Chicago Blackhawks"
Nicklas,Backstrom,Washington Capitals
Adam,Berti,Chicago Blackhawks
Kris,Versteeg,"Chicago Blackhawks, Philadelphia Flyers, Toronto Maple Leafs, Florida Panthers, Carolina Hurricanes, Los Angeles Kings, Calgary Flames"
Jake,Dowell,"Chicago Blackhawks, Dallas Stars, Minnesota Wild"
Petri,Kontiola,Chicago Blackhawks
Jack,Skille,"Chicago Blackhawks, Florida Panthers, Columbus Blue Jackets, Colorado Avalanche, Vancouver Canucks"
Niklas,Hjalmarsson,"Chicago Blackhawks, Arizona Coyotes"
Jordan,Hendry,"Chicago Blackhawks, Anaheim Ducks"
Jonathan,Toews,Chicago Blackhawks
Patrick,Kane,Chicago Blackhawks
Jonathan,Ericsson,Detroit Red Wings
Garrett,Stafford,"Detroit Red Wings, Dallas Stars, Phoenix Coyotes"
Mattias,Ritola,"Detroit Red Wings, Tampa Bay Lightning"
Justin,Abdelkader,Detroit Red Wings
Darren,Helm,"Detroit Red Wings, Colorado Avalanche"
Ville,Koistinen,"Nashville Predators, Florida Panthers"
Antti,Pihlstrom,Nashville Predators
Erik,Johnson,"St. Louis Blues, Colorado Avalanche"
Steve,Wagner,St. Louis Blues
David,Perron,"St. Louis Blues, Edmonton Oilers, Pittsburgh Penguins, Anaheim Ducks, Vegas Golden Knights"
Chris,Beckford-Tseu,St. Louis Blues
Tim,Ramholt,Calgary Flames
Curtis,McElhinney,"Calgary Flames, Anaheim Ducks, Ottawa Senators, Phoenix Coyotes, Columbus Blue Jackets, Toronto Maple Leafs, Carolina Hurricanes, Tampa Bay Lightning"
Matt,Keetley,Calgary Flames
Johnny,Boychuk,"Colorado Avalanche, Boston Bruins, New York Islanders"
David,Jones,"Colorado Avalanche, Calgary Flames, Minnesota Wild"
Cody,McLeod,"Colorado Avalanche, Nashville Predators, New York Rangers"
T.J.,Hensick,"Colorado Avalanche, St. Louis Blues"
Jaroslav,Hlinka,Colorado Avalanche
Tyler,Weiman,Colorado Avalanche
Liam,Reddox,Edmonton Oilers
Andrew,Cogliano,"Edmonton Oilers, Anaheim Ducks, Dallas Stars, Colorado Avalanche, San Jose Sharks"
Theo,Peckham,Edmonton Oilers
Sam,Gagner,"Edmonton Oilers, Arizona Coyotes, Philadelphia Flyers, Columbus Blue Jackets, Vancouver Canucks, Detroit Red Wings"
Jason,Jaffray,"Vancouver Canucks, Calgary Flames, Winnipeg Jets"
Zack,Fitzgerald,Vancouver Canucks
Mike,Brown,"Vancouver Canucks, Anaheim Ducks, Toronto Maple Leafs, Edmonton Oilers, San Jose Sharks, Montréal Canadiens"
Mason,Raymond,"Vancouver Canucks, Toronto Maple Leafs, Calgary Flames, Anaheim Ducks"
Drew,MacIntyre,"Vancouver Canucks, Buffalo Sabres, Toronto Maple Leafs"
Bobby,Ryan,"Anaheim Ducks, Ottawa Senators, Detroit Red Wings"
Petteri,Wirtanen,Anaheim Ducks
Andrew,Ebbett,"Anaheim Ducks, Chicago Blackhawks, Minnesota Wild, Phoenix Coyotes, Vancouver Canucks, Pittsburgh Penguins"
Jonas,Hiller,"Anaheim Ducks, Calgary Flames"
B.J.,Crombeen,"Dallas Stars, St. Louis Blues, Tampa Bay Lightning, Arizona Coyotes"
Mark,Fistric,"Dallas Stars, Edmonton Oilers, Anaheim Ducks"
Matt,Niskanen,"Dallas Stars, Pittsburgh Penguins, Washington Capitals, Philadelphia Flyers"
Tobias,Stephan,Dallas Stars
Brian,Boyle,"Los Angeles Kings, New York Rangers, Tampa Bay Lightning, Toronto Maple Leafs, New Jersey Devils, Nashville Predators, Florida Panthers, Pittsburgh Penguins"
Brady,Murray,Los Angeles Kings
Matt,Moulson,"Los Angeles Kings, New York Islanders, Buffalo Sabres, Minnesota Wild"
Teddy,Purcell,"Los Angeles Kings, Tampa Bay Lightning, Edmonton Oilers, Florida Panthers"
Daniel,Taylor,"Los Angeles Kings, Calgary Flames, Ottawa Senators"
Jonathan,Quick,Los Angeles Kings
Jonathan,Bernier,"Los Angeles Kings, Toronto Maple Leafs, Anaheim Ducks, Colorado Avalanche, Detroit Red Wings, New Jersey Devils"
Erik,Ersberg,Los Angeles Kings
Pete,Vandermeer,Phoenix Coyotes
Craig,Weller,"Phoenix Coyotes, Minnesota Wild"
Daniel,Winnik,"Phoenix Coyotes, Colorado Avalanche, San Jose Sharks, Anaheim Ducks, Pittsburgh Penguins, Toronto Maple Leafs, Washington Capitals, Minnesota Wild"
Martin,Hanzal,"Phoenix Coyotes, Arizona Coyotes, Minnesota Wild, Dallas Stars"
Peter,Mueller,"Phoenix Coyotes, Colorado Avalanche, Florida Panthers"
Kyle,Turris,"Phoenix Coyotes, Ottawa Senators, Nashville Predators, Edmonton Oilers"
Tom,Cavanagh,San Jose Sharks
Lukas,Kaspar,San Jose Sharks
Torrey,Mitchell,"San Jose Sharks, Minnesota Wild, Buffalo Sabres, Montréal Canadiens, Los Angeles Kings"
Mike,Iggulden,"San Jose Sharks, New York Islanders"
Devin,Setoguchi,"San Jose Sharks, Minnesota Wild, Winnipeg Jets, Calgary Flames, Los Angeles Kings"
Dimitri,Patzold,San Jose Sharks
Thomas,Greiss,"San Jose Sharks, Phoenix Coyotes, Pittsburgh Penguins, New York Islanders, Detroit Red Wings"
Andrew,Murray,"Columbus Blue Jackets, San Jose Sharks, St. Louis Blues"
Adam,Pineault,Columbus Blue Jackets
Kris,Russell,"Columbus Blue Jackets, St. Louis Blues, Calgary Flames, Dallas Stars, Edmonton Oilers"
Jared,Boll,"Columbus Blue Jackets, Anaheim Ducks"
Clay,Wilson,"Columbus Blue Jackets, Atlanta Thrashers, Florida Panthers, Calgary Flames"
Tom,Sestito,"Columbus Blue Jackets, Philadelphia Flyers, Vancouver Canucks, Pittsburgh Penguins"
Derick,Brassard,"Columbus Blue Jackets, New York Rangers, Ottawa Senators, Pittsburgh Penguins, Florida Panthers, Colorado Avalanche, New York Islanders, Arizona Coyotes, Philadelphia Flyers, Edmonton Oilers"
Daniel,Lacosta,Columbus Blue Jackets
Aaron,Voros,"Minnesota Wild, New York Rangers, Anaheim Ducks"
Cal,Clutterbuck,"Minnesota Wild, New York Islanders"
James,Sheppard,"Minnesota Wild, San Jose Sharks, New York Rangers"
Petr,Vrana,New Jersey Devils
Pierre-Luc,Letourneau-Leblond,"New Jersey Devils, Calgary Flames, Pittsburgh Penguins"
Patrick,Davis,New Jersey Devils
Matt,Halischuk,"New Jersey Devils, Nashville Predators, Winnipeg Jets"
Anssi,Salmela,"New Jersey Devils, Atlanta Thrashers"
Mitchell,Fritz,New York Islanders
Joe,Callahan,"New York Islanders, San Jose Sharks, Florida Panthers"
Brett,Skinner,New York Islanders
Kurtis,McLean,New York Islanders
Jesse,Joensuu,"New York Islanders, Edmonton Oilers"
Andrew,MacDonald,"New York Islanders, Philadelphia Flyers"
Jamie,Fraser,New York Islanders
Sean,Bentivoglio,New York Islanders
Trevor,Smith,"New York Islanders, Tampa Bay Lightning, Pittsburgh Penguins, Toronto Maple Leafs, Nashville Predators"
Joel,Rechlicz,"New York Islanders, Washington Capitals"
Josh,Bailey,New York Islanders
Peter,Mannino,"New York Islanders, Atlanta Thrashers, Winnipeg Jets"
Corey,Potter,"New York Rangers, Pittsburgh Penguins, Edmonton Oilers, Boston Bruins, Calgary Flames, Nashville Predators"
Michael,Sauer,New York Rangers
Artem,Anisimov,"New York Rangers, Columbus Blue Jackets, Chicago Blackhawks, Ottawa Senators"
Jared,Ross,Philadelphia Flyers
Andreas,Nodl,"Philadelphia Flyers, Carolina Hurricanes"
Darroll,Powe,"Philadelphia Flyers, Minnesota Wild, New York Rangers"
Jon,Kalinski,Philadelphia Flyers
Nate,Raduns,Philadelphia Flyers
Luca,Sbisa,"Philadelphia Flyers, Anaheim Ducks, Vancouver Canucks, Vegas Golden Knights, New York Islanders, Winnipeg Jets, Nashville Predators"
David,Sloane,Philadelphia Flyers
Jamie,Fritsch,Philadelphia Flyers
Paul,Bissonnette,"Pittsburgh Penguins, Phoenix Coyotes"
Janne,Pesonen,Pittsburgh Penguins
Tim,Wallace,"Pittsburgh Penguins, New York Islanders, Tampa Bay Lightning, Carolina Hurricanes"
Ben,Lovejoy,"Pittsburgh Penguins, Anaheim Ducks, New Jersey Devils, Dallas Stars"
Luca,Caputi,"Pittsburgh Penguins, Toronto Maple Leafs"
Dustin,Jeffrey,"Pittsburgh Penguins, Dallas Stars, Arizona Coyotes"
John,Curry,"Pittsburgh Penguins, Minnesota Wild"
Byron,Bitz,"Boston Bruins, Florida Panthers, Vancouver Canucks"
Blake,Wheeler,"Boston Bruins, Atlanta Thrashers, Winnipeg Jets"
Martins,Karsums,"Boston Bruins, Tampa Bay Lightning"
Mikko,Lehtonen,Boston Bruins
Chris,Butler,"Buffalo Sabres, Calgary Flames, St. Louis Blues"
Nathan,Gerbe,"Buffalo Sabres, Carolina Hurricanes, Columbus Blue Jackets"
Tim,Kennedy,"Buffalo Sabres, Florida Panthers, San Jose Sharks, Phoenix Coyotes"
