FIRST_NAME,LAST_NAME,TEAMS
Lynn,Loyns,"San Jose Sharks, Calgary Flames"
Chad,Wiseman,"San Jose Sharks, New York Rangers"
Kent,McDonell,Columbus Blue Jackets
Paul,Manning,Columbus Blue Jackets
Lasse,Pirjeta,"Columbus Blue Jackets, Pittsburgh Penguins"
Rick,Nash,"Columbus Blue Jackets, New York Rangers, Boston Bruins"
Pascal,Leclaire,"Columbus Blue Jackets, Ottawa Senators"
Rickard,Wallin,"Minnesota Wild, Toronto Maple Leafs"
Curtis,Murphy,Minnesota Wild
Kyle,Wanvig,"Minnesota Wild, Tampa Bay Lightning"
Stephane,Veilleux,"Minnesota Wild, Tampa Bay Lightning, New Jersey Devils"
Pierre-Marc,Bouchard,"Minnesota Wild, New York Islanders"
Frederic,Cloutier,Minnesota Wild
Josh,Harding,Minnesota Wild
Rob,Skrlac,New Jersey Devils
David,Hale,"New Jersey Devils, Calgary Flames, Phoenix Coyotes, Tampa Bay Lightning, Ottawa Senators"
Aleksander,Suglobov,"New Jersey Devils, Toronto Maple Leafs"
Paul,Martin,"New Jersey Devils, Pittsburgh Penguins, San Jose Sharks"
Tuomas,Pihlman,New Jersey Devils
Sean,Bergenheim,"New York Islanders, Tampa Bay Lightning, Florida Panthers, Minnesota Wild"
Jeff,Hamilton,"New York Islanders, Chicago Blackhawks, Carolina Hurricanes, Toronto Maple Leafs"
Wade,Dubielewicz,"New York Islanders, Columbus Blue Jackets, Minnesota Wild"
Jason,MacDonald,New York Rangers
Layne,Ulmer,New York Rangers
Lawrence,Nycholat,"New York Rangers, Ottawa Senators, Washington Capitals, Colorado Avalanche, Vancouver Canucks"
Mike,Green,"New York Rangers, Florida Panthers"
Cory,Larose,New York Rangers
Jozef,Balej,"New York Rangers, Montréal Canadiens, Vancouver Canucks"
Dominic,Moore,"New York Rangers, Pittsburgh Penguins, Minnesota Wild, Toronto Maple Leafs, Buffalo Sabres, Montréal Canadiens, Florida Panthers, Tampa Bay Lightning, San Jose Sharks, Boston Bruins"
Benoit,Dusablon,New York Rangers
Fedor,Tyutin,"New York Rangers, Columbus Blue Jackets, Colorado Avalanche"
Garth,Murray,"New York Rangers, Montréal Canadiens, Florida Panthers, Phoenix Coyotes"
Bryce,Lampman,New York Rangers
Thomas,Pock,"New York Rangers, New York Islanders"
Jed,Ortmeyer,"New York Rangers, Nashville Predators, San Jose Sharks, Minnesota Wild"
Boyd,Kane,"Philadelphia Flyers, Washington Capitals"
Joni,Pitkanen,"Philadelphia Flyers, Edmonton Oilers, Carolina Hurricanes"
Freddy,Meyer,"Philadelphia Flyers, New York Islanders, Phoenix Coyotes, Atlanta Thrashers"
Randy,Jones,"Philadelphia Flyers, Los Angeles Kings, Tampa Bay Lightning, Winnipeg Jets"
Antero,Niittymaki,"Philadelphia Flyers, Tampa Bay Lightning, San Jose Sharks"
Martin,Strbak,"Pittsburgh Penguins, Los Angeles Kings"
Rob,Scuderi,"Pittsburgh Penguins, Los Angeles Kings, Chicago Blackhawks"
Matt,Hussey,"Pittsburgh Penguins, Detroit Red Wings"
Matt,Murley,"Pittsburgh Penguins, Phoenix Coyotes"
Ryan,Malone,"Pittsburgh Penguins, Tampa Bay Lightning, New York Rangers"
Andy,Chiodo,Pittsburgh Penguins
Marc-Andre,Fleury,"Pittsburgh Penguins, Vegas Golden Knights, Chicago Blackhawks, Minnesota Wild"
Doug,Doull,"Boston Bruins, Washington Capitals"
Patrick,Leahy,"Boston Bruins, Nashville Predators"
Sergei,Zinovjev,Boston Bruins
Colton,Orr,"Boston Bruins, New York Rangers, Toronto Maple Leafs"
Carl,Corazzini,"Boston Bruins, Chicago Blackhawks"
Patrice,Bergeron,Boston Bruins
Andrew,Peters,"Buffalo Sabres, New Jersey Devils"
Derek,Roy,"Buffalo Sabres, Vancouver Canucks, Dallas Stars, St. Louis Blues, Nashville Predators, Edmonton Oilers"
Jason,Pominville,"Buffalo Sabres, Minnesota Wild"
Michael,Ryder,"Montréal Canadiens, Boston Bruins, Dallas Stars, New Jersey Devils"
Tomas,Plekanec,"Montréal Canadiens, Toronto Maple Leafs"
Chris,Higgins,"Montréal Canadiens, New York Rangers, Calgary Flames, Florida Panthers, Vancouver Canucks"
Julien,Vauclair,Ottawa Senators
Chris,Kelly,"Ottawa Senators, Boston Bruins, Anaheim Ducks"
Antoine,Vermette,"Ottawa Senators, Columbus Blue Jackets, Phoenix Coyotes, Chicago Blackhawks, Arizona Coyotes, Anaheim Ducks"
Brooks,Laich,"Ottawa Senators, Washington Capitals, Toronto Maple Leafs, Los Angeles Kings"
Pierre,Hedin,Toronto Maple Leafs
Kyle,Wellwood,"Toronto Maple Leafs, Vancouver Canucks, San Jose Sharks, Winnipeg Jets"
Maxim,Kondratiev,"Toronto Maple Leafs, New York Rangers, Anaheim Ducks"
Tommi,Santala,"Atlanta Thrashers, Vancouver Canucks"
Karl,Stewart,"Atlanta Thrashers, Pittsburgh Penguins, Tampa Bay Lightning, Chicago Blackhawks"
Kari,Lehtonen,"Atlanta Thrashers, Dallas Stars"
Allan,Rourke,"Carolina Hurricanes, New York Islanders, Edmonton Oilers"
Brett,Lysak,Carolina Hurricanes
Brad,Fast,Carolina Hurricanes
Eric,Staal,"Carolina Hurricanes, New York Rangers, Minnesota Wild, Buffalo Sabres, Montréal Canadiens"
Josh,Olson,Florida Panthers
Grant,McNeill,Florida Panthers
Gregory,Campbell,"Florida Panthers, Boston Bruins, Columbus Blue Jackets"
Nathan,Horton,"Florida Panthers, Boston Bruins, Columbus Blue Jackets"
Eric,Perrin,"Tampa Bay Lightning, Atlanta Thrashers"
Melvin,Angelstad,Washington Capitals
Roman,Tvrdon,Washington Capitals
Dwayne,Zinger,Washington Capitals
Darcy,Verot,Washington Capitals
Owen,Fussey,Washington Capitals
Graham,Mink,Washington Capitals
Alexander,Semin,"Washington Capitals, Carolina Hurricanes, Montréal Canadiens"
Boyd,Gordon,"Washington Capitals, Phoenix Coyotes, Edmonton Oilers, Arizona Coyotes, Philadelphia Flyers"
Garret,Stroshein,Washington Capitals
Rastislav,Stana,Washington Capitals
Matthew,Yeats,Washington Capitals
Quintin,Laing,"Chicago Blackhawks, Washington Capitals"
Mikhail,Yakubov,"Chicago Blackhawks, Florida Panthers"
Pavel,Vorobiev,Chicago Blackhawks
Travis,Moen,"Chicago Blackhawks, Anaheim Ducks, San Jose Sharks, Montréal Canadiens, Dallas Stars"
Tuomo,Ruutu,"Chicago Blackhawks, Carolina Hurricanes, New Jersey Devils"
Matt,Keith,"Chicago Blackhawks, New York Islanders"
Matt,Ellison,"Chicago Blackhawks, Philadelphia Flyers"
Anton,Babchuk,"Chicago Blackhawks, Carolina Hurricanes, Calgary Flames"
Michal,Barinka,Chicago Blackhawks
Lasse,Kukkonen,"Chicago Blackhawks, Philadelphia Flyers"
Matt,Underhill,Chicago Blackhawks
Adam,Munro,Chicago Blackhawks
Ryan,Barnes,Detroit Red Wings
Niklas,Kronwall,Detroit Red Wings
Darryl,Bootland,"Detroit Red Wings, New York Islanders"
Jiri,Hudler,"Detroit Red Wings, Calgary Flames, Florida Panthers, Dallas Stars"
Nathan,Robinson,"Detroit Red Wings, Boston Bruins"
Andrew,Hutchinson,"Nashville Predators, Carolina Hurricanes, Tampa Bay Lightning, Dallas Stars, Pittsburgh Penguins"
Libor,Pivko,Nashville Predators
Wade,Brookbank,"Nashville Predators, Vancouver Canucks, Boston Bruins, Carolina Hurricanes"
Dan,Hamhuis,"Nashville Predators, Vancouver Canucks, Dallas Stars"
Timofei,Shishkanov,"Nashville Predators, St. Louis Blues"
Jordin,Tootoo,"Nashville Predators, Detroit Red Wings, New Jersey Devils, Chicago Blackhawks"
Marek,Zidlicky,"Nashville Predators, Minnesota Wild, New Jersey Devils, Detroit Red Wings, New York Islanders"
Steve,McLaren,St. Louis Blues
Jame,Pollock,St. Louis Blues
John,Pohl,"St. Louis Blues, Toronto Maple Leafs"
Jeremy,Yablonski,St. Louis Blues
Mike,Stuart,St. Louis Blues
Matthew,Lombardi,"Calgary Flames, Phoenix Coyotes, Nashville Predators, Toronto Maple Leafs, Anaheim Ducks"
Brennan,Evans,Calgary Flames
Mikhail,Kuleshov,Colorado Avalanche
John-Michael,Liles,"Colorado Avalanche, Toronto Maple Leafs, Carolina Hurricanes, Boston Bruins"
Cody,McCormick,"Colorado Avalanche, Buffalo Sabres, Minnesota Wild"
Marek,Svatos,"Colorado Avalanche, Ottawa Senators, Nashville Predators"
Peter,Sarno,"Edmonton Oilers, Columbus Blue Jackets"
Tony,Salmelainen,"Edmonton Oilers, Chicago Blackhawks"
Doug,Lynch,Edmonton Oilers
Mike,Bishai,Edmonton Oilers
Mikko,Luoma,Edmonton Oilers
Nathan,Smith,"Vancouver Canucks, Pittsburgh Penguins, Minnesota Wild"
Ryan,Kesler,"Vancouver Canucks, Anaheim Ducks"
Michael,Holmqvist,"Anaheim Ducks, Chicago Blackhawks"
Garrett,Burnett,Anaheim Ducks
Mark,Popovic,"Anaheim Ducks, Atlanta Thrashers"
Tony,Martensson,Anaheim Ducks
Joffrey,Lupul,"Anaheim Ducks, Edmonton Oilers, Philadelphia Flyers, Toronto Maple Leafs"
Chris,Kunitz,"Anaheim Ducks, Atlanta Thrashers, Pittsburgh Penguins, Tampa Bay Lightning, Chicago Blackhawks"
Jeff,MacMillan,Dallas Stars
Mathias,Tjarnqvist,"Dallas Stars, Phoenix Coyotes"
Gavin,Morgan,Dallas Stars
Antti,Miettinen,"Dallas Stars, Minnesota Wild, Winnipeg Jets"
Trevor,Daley,"Dallas Stars, Pittsburgh Penguins, Chicago Blackhawks, Detroit Red Wings"
Dan,Ellis,"Dallas Stars, Nashville Predators, Tampa Bay Lightning, Anaheim Ducks, Carolina Hurricanes, Florida Panthers"
Noah,Clarke,"Los Angeles Kings, New Jersey Devils"
Tim,Gleason,"Los Angeles Kings, Carolina Hurricanes, Toronto Maple Leafs, Washington Capitals"
Denis,Grebeshkov,"Los Angeles Kings, New York Islanders, Edmonton Oilers, Nashville Predators"
Dustin,Brown,Los Angeles Kings
Esa,Pirnes,Los Angeles Kings
Erik,Westrum,"Phoenix Coyotes, Minnesota Wild, Toronto Maple Leafs"
Goran,Bezina,Phoenix Coyotes
Fredrik,Sjostrom,"Phoenix Coyotes, New York Rangers, Toronto Maple Leafs, Calgary Flames"
Matthew,Spiller,"Phoenix Coyotes, New York Islanders"
Mike,Stutzel,Phoenix Coyotes
Brad,Boyes,"San Jose Sharks, Boston Bruins, St. Louis Blues, Buffalo Sabres, New York Islanders, Florida Panthers, Toronto Maple Leafs"
Christian,Ehrhoff,"San Jose Sharks, Vancouver Canucks, Buffalo Sabres, Pittsburgh Penguins, Chicago Blackhawks, Los Angeles Kings"
Patrick,Rissmiller,"San Jose Sharks, New York Rangers, Atlanta Thrashers, Florida Panthers"
Tom,Preissing,"San Jose Sharks, Ottawa Senators, Los Angeles Kings, Colorado Avalanche"
Milan,Michalek,"San Jose Sharks, Ottawa Senators, Toronto Maple Leafs"
Marcel,Goc,"San Jose Sharks, Nashville Predators, Florida Panthers, Pittsburgh Penguins, St. Louis Blues"
Jeremy,Reich,"Columbus Blue Jackets, Boston Bruins"
Mike,Pandolfo,Columbus Blue Jackets
Tim,Jackman,"Columbus Blue Jackets, Phoenix Coyotes, Los Angeles Kings, New York Islanders, Calgary Flames, Anaheim Ducks"
Aaron,Johnson,"Columbus Blue Jackets, New York Islanders, Chicago Blackhawks, Calgary Flames, Edmonton Oilers, Boston Bruins"
Greg,Mauldin,"Columbus Blue Jackets, New York Islanders, Colorado Avalanche"
Joe,Motzko,"Columbus Blue Jackets, Anaheim Ducks, Washington Capitals, Atlanta Thrashers"
Nikolay,Zherdev,"Columbus Blue Jackets, New York Rangers, Philadelphia Flyers"
Dan,Fritsche,"Columbus Blue Jackets, New York Rangers, Minnesota Wild"
Zbynek,Michalek,"Minnesota Wild, Phoenix Coyotes, Pittsburgh Penguins, St. Louis Blues, Arizona Coyotes"
Christoph,Brandner,Minnesota Wild
Brent,Burns,"Minnesota Wild, San Jose Sharks"
Jason,Ryznar,New Jersey Devils
Cam,Janssen,"New Jersey Devils, St. Louis Blues"
Barry,Tallackson,New Jersey Devils
Zach,Parise,"New Jersey Devils, Minnesota Wild, New York Islanders"
Kevin,Colley,New York Islanders
Matt,Koalska,New York Islanders
Ryan,Caldwell,"New York Islanders, Phoenix Coyotes"
Cole,Jarrett,New York Islanders
Rob,Collins,New York Islanders
Chris,Campoli,"New York Islanders, Ottawa Senators, Chicago Blackhawks, Montréal Canadiens"
Robert,Nilsson,"New York Islanders, Edmonton Oilers"
Jeff,Tambellini,"New York Islanders, Los Angeles Kings, Vancouver Canucks"
Jeremy,Colliton,New York Islanders
Masi,Marjamaki,New York Islanders
Bruno,Gervais,"New York Islanders, Tampa Bay Lightning, Philadelphia Flyers"
Petteri,Nokelainen,"New York Islanders, Boston Bruins, Anaheim Ducks, Phoenix Coyotes, Montréal Canadiens"
Steve,Regier,"New York Islanders, St. Louis Blues"
Alexandre,Giroux,"New York Rangers, Washington Capitals, Edmonton Oilers, Columbus Blue Jackets"
Ryan,Hollweg,"New York Rangers, Toronto Maple Leafs, Phoenix Coyotes"
Petr,Prucha,"New York Rangers, Phoenix Coyotes"
Jarkko,Immonen,New York Rangers
David,Liffiton,"New York Rangers, Colorado Avalanche"
Henrik,Lundqvist,New York Rangers
Chris,Holt,"New York Rangers, St. Louis Blues"
Ryan,Ready,Philadelphia Flyers
R.J.,Umberger,"Philadelphia Flyers, Columbus Blue Jackets"
David,Printz,Philadelphia Flyers
Josh,Gratton,"Philadelphia Flyers, Phoenix Coyotes"
Wade,Skolney,Philadelphia Flyers
Ben,Eager,"Philadelphia Flyers, Chicago Blackhawks, Atlanta Thrashers, San Jose Sharks, Edmonton Oilers"
Jeff,Carter,"Philadelphia Flyers, Los Angeles Kings, Columbus Blue Jackets, Pittsburgh Penguins"
Mike,Richards,"Philadelphia Flyers, Los Angeles Kings, Washington Capitals"
Stefan,Ruzicka,Philadelphia Flyers
Alexandre,Picard,"Philadelphia Flyers, Tampa Bay Lightning, Ottawa Senators, Carolina Hurricanes, Montréal Canadiens, Pittsburgh Penguins"
Ryan,Potulny,"Philadelphia Flyers, Edmonton Oilers, Ottawa Senators, Chicago Blackhawks"
Niklas,Nordgren,"Pittsburgh Penguins, Carolina Hurricanes"
Michel,Ouellet,"Pittsburgh Penguins, Tampa Bay Lightning, Vancouver Canucks"
Colby,Armstrong,"Pittsburgh Penguins, Atlanta Thrashers, Toronto Maple Leafs, Montréal Canadiens"
Noah,Welch,"Pittsburgh Penguins, Florida Panthers, Tampa Bay Lightning, Atlanta Thrashers"
Max,Talbot,"Pittsburgh Penguins, Philadelphia Flyers, Colorado Avalanche, Boston Bruins"
Erik,Christensen,"Pittsburgh Penguins, Atlanta Thrashers, Anaheim Ducks, New York Rangers, Minnesota Wild"
Ryan,Whitney,"Pittsburgh Penguins, Anaheim Ducks, Edmonton Oilers, Florida Panthers"
Sidney,Crosby,Pittsburgh Penguins
Ben,Guite,"Boston Bruins, Colorado Avalanche, Nashville Predators"
Jay,Leach,"Boston Bruins, Tampa Bay Lightning, New Jersey Devils, Montréal Canadiens, San Jose Sharks"
Eric,Healey,Boston Bruins
Andrew,Alberts,"Boston Bruins, Philadelphia Flyers, Carolina Hurricanes, Vancouver Canucks"
Milan,Jurcina,"Boston Bruins, Washington Capitals, Columbus Blue Jackets, New York Islanders"
Kevin,Dallman,"Boston Bruins, St. Louis Blues, Los Angeles Kings"
Yan,Stastny,"Boston Bruins, Edmonton Oilers, St. Louis Blues"
Mark,Stuart,"Boston Bruins, Atlanta Thrashers, Winnipeg Jets"
Ben,Walter,"Boston Bruins, New York Islanders, New Jersey Devils"
Jordan,Sigalet,Boston Bruins
Hannu,Toivonen,"Boston Bruins, St. Louis Blues"
Jiri,Novotny,"Buffalo Sabres, Washington Capitals, Columbus Blue Jackets"
Chris,Thorburn,"Buffalo Sabres, Pittsburgh Penguins, Atlanta Thrashers, Winnipeg Jets, St. Louis Blues"
Nathan,Paetsch,"Buffalo Sabres, Columbus Blue Jackets"
Daniel,Paille,"Buffalo Sabres, Boston Bruins, New York Rangers"
Thomas,Vanek,"Buffalo Sabres, New York Islanders, Montréal Canadiens, Minnesota Wild, Florida Panthers, Detroit Red Wings, Vancouver Canucks, Columbus Blue Jackets"
Mark,Streit,"Montréal Canadiens, New York Islanders, Philadelphia Flyers, Pittsburgh Penguins"
Jean-Philippe,Cote,"Montréal Canadiens, Tampa Bay Lightning"
Raitis,Ivanans,"Montréal Canadiens, Los Angeles Kings, Calgary Flames"
Alexander,Perezhogin,Montréal Canadiens
Jonathan,Ferland,Montréal Canadiens
Andrei,Kostitsyn,"Montréal Canadiens, Nashville Predators"
Maxim,Lapierre,"Montréal Canadiens, Vancouver Canucks, Anaheim Ducks, St. Louis Blues, Pittsburgh Penguins"
Yann,Danis,"Montréal Canadiens, New York Islanders, New Jersey Devils, Edmonton Oilers"
Brian,McGrattan,"Ottawa Senators, Phoenix Coyotes, Calgary Flames, Nashville Predators"
Filip,Novak,"Ottawa Senators, Columbus Blue Jackets"
Christoph,Schubert,"Ottawa Senators, Atlanta Thrashers"
Brandon,Bochenski,"Ottawa Senators, Chicago Blackhawks, Boston Bruins, Nashville Predators, Anaheim Ducks, Tampa Bay Lightning"
Patrick,Eaves,"Ottawa Senators, Carolina Hurricanes, Detroit Red Wings, Nashville Predators, Dallas Stars, Anaheim Ducks"
Andrej,Meszaros,"Ottawa Senators, Tampa Bay Lightning, Philadelphia Flyers, Boston Bruins, Buffalo Sabres"
Mike,Morrison,"Ottawa Senators, Edmonton Oilers, Phoenix Coyotes"
Ben,Ondrus,Toronto Maple Leafs
Brendan,Bell,"Toronto Maple Leafs, Phoenix Coyotes, Ottawa Senators, New York Rangers"
Jay,Harrison,"Toronto Maple Leafs, Carolina Hurricanes, Winnipeg Jets"
Staffan,Kronwall,"Toronto Maple Leafs, Washington Capitals, Calgary Flames"
Alexander,Steen,"Toronto Maple Leafs, St. Louis Blues"
Ian,White,"Toronto Maple Leafs, Calgary Flames, Carolina Hurricanes, San Jose Sharks, Detroit Red Wings"
Jeremy,Williams,"Toronto Maple Leafs, New York Rangers"
Andy,Wozniewski,"Toronto Maple Leafs, St. Louis Blues, Boston Bruins"
Jim,Slater,"Atlanta Thrashers, Winnipeg Jets"
Braydon,Coburn,"Atlanta Thrashers, Philadelphia Flyers, Tampa Bay Lightning, New York Islanders, Ottawa Senators"
Adam,Berkhoel,Atlanta Thrashers
David,Gove,Carolina Hurricanes
Keith,Aucoin,"Carolina Hurricanes, Washington Capitals, New York Islanders, St. Louis Blues"
Chad,LaRose,Carolina Hurricanes
Danny,Richmond,"Carolina Hurricanes, Chicago Blackhawks"
Andrew,Ladd,"Carolina Hurricanes, Chicago Blackhawks, Atlanta Thrashers, Winnipeg Jets, New York Islanders, Arizona Coyotes"
Cam,Ward,"Carolina Hurricanes, Chicago Blackhawks"
Gregory,Jacina,Florida Panthers
Petr,Taticek,Florida Panthers
Rob,Globke,Florida Panthers
Anthony,Stewart,"Florida Panthers, Atlanta Thrashers, Carolina Hurricanes"
Rostislav,Olesz,"Florida Panthers, Chicago Blackhawks, New Jersey Devils"
Timo,Helbling,"Tampa Bay Lightning, Washington Capitals"
Evgeny,Artyukhin,"Tampa Bay Lightning, Atlanta Thrashers, Anaheim Ducks"
Ryan,Craig,"Tampa Bay Lightning, Pittsburgh Penguins, Columbus Blue Jackets"
Darren,Reid,"Tampa Bay Lightning, Philadelphia Flyers"
Paul,Ranger,"Tampa Bay Lightning, Toronto Maple Leafs"
Doug,O'Brien,Tampa Bay Lightning
Nick,Tarnasky,"Tampa Bay Lightning, Florida Panthers, Nashville Predators"
Brian,Eklund,Tampa Bay Lightning
Gerald,Coleman,Tampa Bay Lightning
Louis,Robitaille,Washington Capitals
David,Steckel,"Washington Capitals, New Jersey Devils, Toronto Maple Leafs, Anaheim Ducks"
Tomas,Fleischmann,"Washington Capitals, Colorado Avalanche, Florida Panthers, Anaheim Ducks, Montréal Canadiens, Chicago Blackhawks"
Jakub,Klepis,Washington Capitals
Jonas,Johansson,Washington Capitals
Eric,Fehr,"Washington Capitals, Winnipeg Jets, Pittsburgh Penguins, Toronto Maple Leafs, San Jose Sharks, Minnesota Wild"
Joey,Tenute,Washington Capitals
Alex,Ovechkin,Washington Capitals
Mike,Green,"Washington Capitals, Detroit Red Wings, Edmonton Oilers"
Mark,Cullen,"Chicago Blackhawks, Philadelphia Flyers, Florida Panthers"
James,Wisniewski,"Chicago Blackhawks, Anaheim Ducks, New York Islanders, Montréal Canadiens, Columbus Blue Jackets, Carolina Hurricanes"
Duncan,Keith,"Chicago Blackhawks, Edmonton Oilers"
Martin,St Pierre,"Chicago Blackhawks, Boston Bruins, Ottawa Senators, Montréal Canadiens"
Brent,Seabrook,Chicago Blackhawks
Dustin,Byfuglien,"Chicago Blackhawks, Atlanta Thrashers, Winnipeg Jets"
Cam,Barker,"Chicago Blackhawks, Minnesota Wild, Edmonton Oilers, Vancouver Canucks"
Rene,Bourque,"Chicago Blackhawks, Calgary Flames, Montréal Canadiens, Anaheim Ducks, Columbus Blue Jackets, Colorado Avalanche"
Corey,Crawford,Chicago Blackhawks
Tomas,Kopecky,"Detroit Red Wings, Chicago Blackhawks, Florida Panthers"
Valtteri,Filppula,"Detroit Red Wings, Tampa Bay Lightning, Philadelphia Flyers, New York Islanders"
Kyle,Quincey,"Detroit Red Wings, Los Angeles Kings, Colorado Avalanche, New Jersey Devils, Columbus Blue Jackets, Minnesota Wild"
Brett,Lebda,"Detroit Red Wings, Toronto Maple Leafs, Columbus Blue Jackets"
Johan,Franzen,Detroit Red Wings
Jimmy,Howard,Detroit Red Wings
Greg,Zanon,"Nashville Predators, Minnesota Wild, Boston Bruins, Colorado Avalanche"
Ryan,Suter,"Nashville Predators, Minnesota Wild, Dallas Stars"
Kevin,Klein,"Nashville Predators, New York Rangers"
Shea,Weber,"Nashville Predators, Montréal Canadiens"
Pekka,Rinne,Nashville Predators
Andy,Roach,St. Louis Blues
Colin,Hemingway,St. Louis Blues
Jon,Disalvatore,"St. Louis Blues, Minnesota Wild"
Jeff,Woywitka,"St. Louis Blues, Dallas Stars, New York Rangers"
Jay,McClement,"St. Louis Blues, Colorado Avalanche, Toronto Maple Leafs, Carolina Hurricanes"
Dennis,Wideman,"St. Louis Blues, Boston Bruins, Florida Panthers, Washington Capitals, Calgary Flames"
Jeff,Hoggan,"St. Louis Blues, Boston Bruins, Phoenix Coyotes"
Mike,Glumac,St. Louis Blues
Lee,Stempniak,"St. Louis Blues, Toronto Maple Leafs, Phoenix Coyotes, Calgary Flames, Pittsburgh Penguins, New York Rangers, Winnipeg Jets, New Jersey Devils, Boston Bruins, Carolina Hurricanes"
Eric,Nystrom,"Calgary Flames, Minnesota Wild, Dallas Stars, Nashville Predators"
Carsen,Germyn,Calgary Flames
Richie,Regehr,Calgary Flames
Dion,Phaneuf,"Calgary Flames, Toronto Maple Leafs, Ottawa Senators, Los Angeles Kings"
Mark,Giordano,"Calgary Flames, Toronto Maple Leafs, Seattle Kraken"
Brad,Richardson,"Colorado Avalanche, Los Angeles Kings, Vancouver Canucks, Arizona Coyotes, Nashville Predators, Calgary Flames"
Wojtek,Wolski,"Colorado Avalanche, Phoenix Coyotes, New York Rangers, Florida Panthers, Washington Capitals"
Peter,Budaj,"Colorado Avalanche, Montréal Canadiens, Los Angeles Kings, Tampa Bay Lightning"
Vitaly,Kolesnik,Colorado Avalanche
Brad,Winchester,"Edmonton Oilers, Dallas Stars, St. Louis Blues, Anaheim Ducks, San Jose Sharks"
Matt,Greene,"Edmonton Oilers, Los Angeles Kings"
Marc-Antoine,Pouliot,"Edmonton Oilers, Tampa Bay Lightning, Phoenix Coyotes"
Jean-Francois,Jacques,"Edmonton Oilers, Anaheim Ducks"
Kyle,Brodziak,"Edmonton Oilers, Minnesota Wild, St. Louis Blues"
Mathieu,Roy,"Edmonton Oilers, Columbus Blue Jackets, Tampa Bay Lightning"
Danny,Syvret,"Edmonton Oilers, Philadelphia Flyers, Anaheim Ducks"
Kevin,Bieksa,"Vancouver Canucks, Anaheim Ducks"
Tomas,Mojzis,"Vancouver Canucks, St. Louis Blues, Minnesota Wild"
Alexandre,Burrows,"Vancouver Canucks, Ottawa Senators"
Prestin,Ryan,Vancouver Canucks
Rick,Rypien,Vancouver Canucks
Robert,McVicar,Vancouver Canucks
Trevor,Gillies,"Anaheim Ducks, New York Islanders"
Zenon,Konopka,"Anaheim Ducks, Columbus Blue Jackets, Tampa Bay Lightning, New York Islanders, Ottawa Senators, Minnesota Wild, Buffalo Sabres"
Ryan,Getzlaf,Anaheim Ducks
Corey,Perry,"Anaheim Ducks, Dallas Stars, Montréal Canadiens, Tampa Bay Lightning"
Dustin,Penner,"Anaheim Ducks, Edmonton Oilers, Los Angeles Kings, Washington Capitals"
Dan,Jancevski,"Dallas Stars, Tampa Bay Lightning"
Jussi,Jokinen,"Dallas Stars, Tampa Bay Lightning, Carolina Hurricanes, Pittsburgh Penguins, Florida Panthers, Edmonton Oilers, Vancouver Canucks, Los Angeles Kings, Columbus Blue Jackets"
Vojtech,Polak,Dallas Stars
Junior,Lessard,"Dallas Stars, Tampa Bay Lightning"
George,Parros,"Los Angeles Kings, Colorado Avalanche, Anaheim Ducks, Florida Panthers, Montréal Canadiens"
Richard,Petiot,"Los Angeles Kings, Tampa Bay Lightning, Edmonton Oilers"
Jeff,Giuliano,Los Angeles Kings
Petr,Kanko,Los Angeles Kings
Connor,James,"Los Angeles Kings, Pittsburgh Penguins"
Konstantin,Pushkarev,Los Angeles Kings
Matt,Ryan,Los Angeles Kings
Adam,Hauser,Los Angeles Kings
Yanick,Lehoux,Phoenix Coyotes
Joel,Perrault,"Phoenix Coyotes, St. Louis Blues, Vancouver Canucks"
Keith,Ballard,"Phoenix Coyotes, Florida Panthers, Vancouver Canucks, Minnesota Wild"
Matt,Jones,Phoenix Coyotes
Bill,Thomas,"Phoenix Coyotes, Pittsburgh Penguins, Florida Panthers"
David,Leneveu,"Phoenix Coyotes, Columbus Blue Jackets"
Matt,Carkner,"San Jose Sharks, Ottawa Senators, New York Islanders"
Douglas,Murray,"San Jose Sharks, Pittsburgh Penguins, Montréal Canadiens"
Ryane,Clowe,"San Jose Sharks, New York Rangers, New Jersey Devils"
Josh,Gorges,"San Jose Sharks, Montréal Canadiens, Buffalo Sabres"
Grant,Stevenson,San Jose Sharks
Steve,Bernier,"San Jose Sharks, Buffalo Sabres, Vancouver Canucks, Florida Panthers, New Jersey Devils, New York Islanders"
Matt,Carle,"San Jose Sharks, Philadelphia Flyers, Tampa Bay Lightning, Nashville Predators"
Nolan,Schaefer,San Jose Sharks
Steven,Goertzen,"Columbus Blue Jackets, Phoenix Coyotes, Carolina Hurricanes"
Joakim,Lindstrom,"Columbus Blue Jackets, Phoenix Coyotes, Colorado Avalanche, Toronto Maple Leafs, St. Louis Blues"
Ole-Kristian,Tollefsen,"Columbus Blue Jackets, Philadelphia Flyers"
Jaroslav,Balastik,Columbus Blue Jackets
Geoff,Platt,"Columbus Blue Jackets, Anaheim Ducks"
Alexandre,Picard,Columbus Blue Jackets
Gilbert,Brule,"Columbus Blue Jackets, Edmonton Oilers, Phoenix Coyotes"
Erik,Reitz,"Minnesota Wild, New York Rangers"
Mikko,Koivu,"Minnesota Wild, Columbus Blue Jackets"
Derek,Boogaard,"Minnesota Wild, New York Rangers"
Matt,Foy,Minnesota Wild
Johnny,Oduya,"New Jersey Devils, Atlanta Thrashers, Chicago Blackhawks, Winnipeg Jets, Dallas Stars, Philadelphia Flyers, Ottawa Senators"
